temperature,date,version,ID,length,clutch no,
8,6/29/2016,1,2G.1.1,877.835,,
8,6/29/2016,1,1K.1.2,863.541,,
8,07/04/2016,2,2N1.1,760.996,,
8,07/05/2016,2,L,684.449,,
8,07/05/2016,2,A,664.756,,
8,07/06/2016,2,E,615.529,,
8,07/06/2016,2,F,1042.315,,
8,07/06/2016,2,B,820.717,,
8,07/18/2016,1,1B13,1829.989,1,
8,07/18/2016,1,B.2.1.1,615.005,1,
8,07/18/2016,1,B.2.1.2,620.068,1,
8,07/18/2016,1,B.2.1.3,588.383,1,
8,07/18/2016,1,1A13,2029.284,1,
8,07/18/2016,1,A.2.1.1,656.899,1,
8,07/18/2016,1,A.2.1.2,657.188,1,
8,07/18/2016,1,A.2.1.3,645.608,1,
8,07/18/2016,1,1C11,1934.269,1,
8,07/18/2016,1,C.2.1.1,616.166,1,
8,07/18/2016,1,C.2.1.2,612.588,1,
8,07/18/2016,1,C.2.1.3,593.647,1,
8,07/19/2016,1,1F11,1980.772,1,
8,07/19/2016,1,F.2.1.1,679.519,1,
8,07/19/2016,1,F.2.1.2,663.825,1,
8,07/19/2016,1,F.2.1.3,680.365,1,
8,07/24/2016,1,1C11,2162.526,2,
8,07/25/2016,1,1B13,1835.768,2,
8,07/27/2016,1,2A13,2058.789,2,
8,07/28/2016,1,1F11,2160.09,2,
8,07/28/2016,2,F,2048.017,1,
8,07/28/2016,2,F.1.A,634.878,1,
8,07/28/2016,2,F.1.B,631.837,1,
8,07/28/2016,2,F.1.C,638.993,1,
8,08/02/2016,1,1C11,2218.595,3,
8,08/03/2016,1,B13,2029.782,3,
8,08/04/2016,2,E,1839.887,1,
8,08/04/2016,2,E.1.A,600.859,1,
8,08/04/2016,2,E.1.B,596.81,1,
8,08/04/2016,2,E.1.C,558.522,1,
8,08/05/2016,1,2A13,2235.138,3,
8,08/08/2016,2,F,2185.218,2,
8,08/08/2016,1,1F1.1,2281.256,3,
8,08/12/2016,1,B,2156.358,4,
8,08/12/2016,1,B.4.A,651.464,4,
8,08/12/2016,1,B.4.B,567.754,4,
8,08/12/2016,1,B.4.C,583.683,4,
8,08/13/2016,2,E,2048.905,2,
8,08/15/2016,1,2A13,2355.281,4,
8,08/15/2016,1,2A13.4.A,574.927,4,
8,08/15/2016,1,2A13.4.B,618.777,4,
8,08/15/2016,1,2A13.4.C,596.707,4,
8,08/16/2016,1,1F11.4.A,647.6,4,
8,08/16/2016,1,1F11.4.B,676.82,4,
8,08/16/2016,1,1F11.4.C,599.552,4,
8,08/16/2016,1,1F11,2410.065,4,
12,5/31/2016,2,D6,1842.845,,
12,6/1/2016,2,D6,1743.397,,
12,6/1/2016,2,D5,1808.494,,
12,6/1/2016,2,D4,1606.96,,
12,6/1/2016,2,D3,1745.779,,
12,6/1/2016,2,D2,1688.621,,
12,6/1/2016,2,D1,1864.301,,
12,6/1/2016,2,C6,2086.962,,
12,6/1/2016,2,C5,1923.217,,
12,6/1/2016,2,C4,1732.204,,
12,6/1/2016,2,C3,1483.925,,
12,6/1/2016,2,C1,1654.417,,
12,6/1/2016,2,B6,1802.336,,
12,6/1/2016,2,B5,1792.281,,
12,6/1/2016,2,B4,1787.212,,
12,6/1/2016,2,B3,1487.878,,
12,6/1/2016,2,B2,1309.28,,
12,6/1/2016,2,B1,1905.407,,
12,6/1/2016,2,A6,2049.283,,
12,6/1/2016,2,A5,1966.068,,
12,6/29/2016,1,2G.1.2,861.245,,
12,6/29/2016,1,1K.1.1,853.198,,
12,07/04/2016,1,2N1.2,728.923,,
12,07/05/2016,2,L,692.729,,
12,07/05/2016,2,A,684.041,,
12,07/06/2016,2,E,671.491,,
12,07/06/2016,2,F,990.349,,
12,07/06/2016,2,B,585.788,,
12,07/11/2016,1,1C14,1862.472,1,
12,07/11/2016,1,C.2.1.1,600.772,1,
12,07/11/2016,1,C.2.1.2,584.411,1,
12,07/11/2016,1,C.2.1.3,608.068,1,
12,07/12/2016,1,1F12,1926.266,,
12,07/12/2016,1,F.2.1.1,633.476,,
12,07/12/2016,1,F.2.1.2,597.718,,
12,07/12/2016,1,F.2.1.3,625.014,,
12,07/13/2016,1,1C14,1847.886,,
12,07/13/2016,2,2.E.1.1,2207.028,,
12,07/13/2016,2,E.2.2.1,662.234,,
12,07/13/2016,2,E.2.2.2,685.619,,
12,07/13/2016,2,E.2.2.3,680.682,,
12,07/13/2016,1,1F12,1936.597,1,
12,07/13/2016,1,F.2.1.1,847.319,1,
12,07/13/2016,1,F.2.1.2,796.312,1,
12,07/13/2016,1,F.2.1.3,825.79,1,
12,07/17/2016,2,K,740.783,,INITIAL SIZE
12,07/17/2016,1,1C14,2009.538,,
12,07/17/2016,1,1F12,2100.778,,
12,07/17/2016,2,G,916.6,,INITIAL SIZE
12,07/18/2016,1.00E+00,2E1.1,2269.481,3,
12,07/18/2016,2,N,1877.499,1,
12,07/18/2016,2,N.1.A,596.707,1,
12,07/18/2016,2,N.1.B,585.338,1,
12,07/18/2016,2,N.1.C,580.719,1,
12,07/18/2016,1,2G12,2152.306,1,
12,07/18/2016,1,G.2.1.1,692.931,1,
12,07/18/2016,1,G.2.1.2,707.86,1,
12,07/18/2016,1,G.2.1.3,725.096,1,
12,07/20/2016,2,F,2014.199,1,
12,07/20/2016,2,F.1.A,657.562,1,
12,07/20/2016,2,F.1.B,628.764,1,
12,07/20/2016,2,F.1.C,669.489,1,
12,07/21/2016,2,E,1884.591,1,
12,07/21/2016,2,E.1.A,621.395,1,
12,07/21/2016,2,E.1.B,598.341,1,
12,07/21/2016,2,E.1.C,541.774,1,
12,07/21/2016,1,1C14,1934.179,3,
12,07/21/2016,1,2G12,2280.755,2,
12,07/22/2016,1,1F12,2254.639,3,
12,07/23/2016,1,1C14,2187.925,4,
12,07/23/2016,1,C.4.A,646.013,4,
12,07/23/2016,1,C.4.B,711.984,4,
12,07/23/2016,1,C.4.C,667.56,4,
12,07/23/2016,1.00E+00,2E1.1,2254.587,4,
12,07/23/2016,1,2E.4.A,634.466,4,
12,07/23/2016,1,2E.4.B,597.594,4,
12,07/23/2016,1,2E.4.C,608.781,4,
12,07/23/2016,2,N,2024.381,2,
12,07/25/2016,2,F,2185.278,2,
12,07/25/2016,2,A,1856.525,1,
12,07/25/2016,2,A.1.A,603.114,1,
12,07/25/2016,2,A.1.B,608.394,1,
12,07/25/2016,2,A.1.C,633.256,1,
12,07/27/2016,2,E,2016.739,2,
12,07/28/2016,2,N,2002.256,3,
12,07/28/2016,1,2G12,2264.684,3,
12,07/29/2016,2,N,2135.284,4,
12,07/29/2016,2,N.4.A,576.709,4,
12,07/29/2016,2,N.4.B,550.443,4,
12,07/29/2016,2,N.4.C,586.899,4,
12,08/01/2016,2,E,2029.892,3,
12,08/01/2016,2,G,2171,1,
12,08/01/2016,2,G.1.A,609.296,1,
12,08/01/2016,2,G.1.B,554.796,1,
12,08/01/2016,2,G.1.C,604.745,1,
12,08/05/2016,2,F,2508.98,3,
12,08/08/2016,2,E,2417.794,4,
12,08/08/2016,2,E.4.A,673.564,4,
12,08/08/2016,2,E.4.B,622.467,4,
12,08/08/2016,2,E.4.C,584.966,4,
12,08/08/2016,1,2G1.2,2664.267,4,
12,08/08/2016,1,G.4.A,719.082,4,
12,08/08/2016,1,G.4.B,747.211,4,
12,08/08/2016,1,G.4.C,591.131,4,
12,08/11/2016,2,F,2647.543,4,
12,08/11/2016,2,F.4.A,616.785,4,
12,08/11/2016,2,F.4.B,695.51,4,
12,08/11/2016,2,F.4.C,637.098,4,
16,5/31/2016,2,D6,1778.141,,
16,5/31/2016,2,D5,1886.954,,
16,5/31/2016,2,D4,1668.549,,
16,5/31/2016,2,D3,2047.91,,
16,5/31/2016,2,D2,1840.235,,
16,5/31/2016,2,D1,1925.291,,
16,5/31/2016,2,C6,2138.847,,
16,5/31/2016,2,C5,1977.008,,
16,5/31/2016,2,C4,1709.562,,
16,5/31/2016,2,C3,1933.621,,
16,5/31/2016,2,C1,1986.318,,
16,6/29/2016,1,2G.1.3,844.127,,
16,6/29/2016,1,1K.1.3,884.125,,
16,07/01/2016,2,E.2.1.6,600.975,,
16,07/01/2016,2,E.2.1.5,635.235,,
16,07/01/2016,2,E.2.1.4,590.512,,
16,07/01/2016,2,E.2.1.3,586.205,,
16,07/01/2016,2,E.2.1.2,617.579,,
16,07/01/2016,2,E.2.1.1,620.658,,
16,07/01/2016,2,2E.1.5,1980.836,,
16,07/03/2016,2,C.2.1.3,592,,
16,07/03/2016,2,C.2.1.2,632.333,,
16,07/03/2016,2,C.2.1.1,644.037,,
16,07/03/2016,2,1C.1.5,1899.568,,
16,07/03/2016,2,A.2.1.3,665.392,,
16,07/03/2016,2,A.2.1.2,588.975,,
16,07/03/2016,2,A.2.1.1,597.496,,
16,07/03/2016,2,2.A.1.1,2101.997,,
16,07/03/2016,2,B.2.1.4,591.673,,
16,07/03/2016,2,B.2.1.3,594.776,,
16,07/03/2016,2,B.2.1.2,580.419,,
16,07/03/2016,2,B.2.1.1,577.91,,
16,07/03/2016,1,2B.1.2,1856.937,,
16,07/04/2016,2,E.2.2.3,623.925,,
16,07/04/2016,2,E.2.2.2,658.076,,
16,07/04/2016,2,E.2.2.1,651.788,,
16,07/04/2016,2,2.E.1.5,2084.029,,
16,07/04/2016,1,2N1.3,753.614,,
16,07/05/2016,2,L,654.777,,
16,07/05/2016,2,A,718.791,,
16,07/06/2016,2,C2.2.3,594.318,2,
16,07/06/2016,2,C2.2.2,600.859,2,
16,07/06/2016,2,C2.2.2,594.952,2,
16,07/06/2016,1,1C15,2064.684,2,
16,07/06/2016,2,F2.1.2,657.085,1,
16,07/06/2016,2,F2.1.1,637.847,1,
16,07/06/2016,1,1F15,1965.465,1,
16,07/06/2016,2,A2.2.3,575.181,2,
16,07/06/2016,2,A2.2.2,623.181,2,
16,07/06/2016,2,A2.2.1,617.35,2,
16,07/06/2016,2,2A11,2206.016,2,
16,07/06/2016,1,B2.2.3,647.25,2,
16,07/06/2016,1,B2.2.2,628.559,2,
16,07/06/2016,1,B2.2.1,641.732,2,
16,07/06/2016,1,2B12,1969.417,2,
16,07/06/2016,2,E,669.648,,
16,07/06/2016,2,F,905.66,,
16,07/06/2016,2,B,738.423,,
16,07/07/2016,1,E.2.3.1,609.396,3,
16,07/07/2016,1.00E+00,2E.15,2230.501,3,
16,07/07/2016,1,E.2.3.2,615.827,3,
16,07/07/2016,1,E2.3.3,581.844,3,
16,07/09/2016,1,B.2.3.3,579.908,3,
16,07/09/2016,1,B.2.3.2,584.22,3,
16,07/09/2016,1,B2.3.1,633.067,3,
16,07/09/2016,1,2.B.1.2,2144.232,3,
16,07/09/2016,1,F.2.1.3,658.175,1,
16,07/09/2016,1,F.2.1.2,644.527,1,
16,07/09/2016,1,F.2.1.1,646.266,1,
16,07/09/2016,1,1F15,2191.776,,
16,07/10/2016,1,2A11,2390.472,,
16,07/10/2016,1,A.2.2.1,630.166,2,
16,07/10/2016,1,A.2.2.2,655.468,2,
16,07/10/2016,1,A.2.2.3,618.422,2,
16,07/10/2016,1,1C15,2192.099,2,
16,07/10/2016,1,C.2.2.1,658.817,2,
16,07/10/2016,1,C.2.2.2,658.251,2,
16,07/10/2016,1,C.2.2.3,695.463,2,
16,07/11/2016,1.00E+00,2.E.15,2311.628,4,
16,07/11/2016,1,E.2.4.1,701.257,4,
16,07/11/2016,1,E.2.4.2,685.629,4,
16,07/11/2016,1,E.2.4.3,654.64,4,
16,07/13/2016,1,A.2.3.1,695.927,3,
16,07/13/2016,1,A.2.3.2,692.106,3,
16,07/13/2016,1,A.2.3.3,708.61,3,
16,07/13/2016,1,1B12,2196.226,4,
16,07/13/2016,1,B.2.4.1,629.931,4,
16,07/13/2016,1,B.2.4.2,555.957,4,
16,07/13/2016,1,B.2.4.3,649.615,4,
16,07/14/2016,1,1C15,2283.104,3,
16,07/14/2016,1,C.2.3.1,810.09,3,
16,07/14/2016,1,C.2.3.2,824.84,3,
16,07/14/2016,1,C.2.3.3,845.048,3,
16,07/14/2016,1,1F15,2305.738,2,
16,07/14/2016,1,F.2.2.1,797.261,2,
16,07/14/2016,1,F.2.2.2,762.738,2,
16,07/14/2016,1,F.2.2.3,839.593,2,
16,07/15/2016,2,F.1.A,597.641,1,
16,07/15/2016,2,F.1.B,614.484,1,
16,07/15/2016,2,F.1.C,635.273,1,
16,07/15/2016,2,F,1893.846,1,
16,07/17/2016,2,K,752.465,,INITIAL SIZE
16,07/17/2016,2,B,1998.19,1,
16,07/17/2016,2,B.1.A,621.255,1,
16,07/17/2016,2,B.1.B,606.917,1,
16,07/17/2016,2,E,1826.634,1,
16,07/17/2016,2,E.1.A,573.257,1,
16,07/17/2016,2,E.1.B,560.446,1,
16,07/17/2016,2,E.1.C,542.123,1,
16,07/17/2016,1,2A11,2526.148,4,
16,07/17/2016,1,A.2.4.3,696.268,4,
16,07/17/2016,1,A.2.4.2,711.785,4,
16,07/17/2016,1,A.2.4.1,691.993,4,
16,07/17/2016,2,G,891.702,,INITIAL SIZE
16,07/18/2016,1,C.2.4.1,767.706,4,
16,07/18/2016,1,C.2.4.2,675.97,4,
16,07/18/2016,1,C.2.4.3,698.062,4,
16,07/18/2016,1,1C15,2320.526,4,
16,07/18/2016,2,F,2120.869,2,
16,07/19/2016,2,N,2386.327,1,
16,07/19/2016,2,N.1.A,626.351,1,
16,07/19/2016,2,N.1.B,650.443,1,
16,07/19/2016,2,A,2011.869,1,
16,07/19/2016,2,A.1.A,669.32,1,
16,07/19/2016,2,A.1.B,624.665,1,
16,07/19/2016,2,F,2118.573,4,
16,07/20/2016,2,B,2191.355,2,
16,07/20/2016,2,E,1969.135,2,
16,07/20/2016,1,1F15,2517.36,3,
16,07/22/2016,1,2G13,2520.03,1,
16,07/22/2016,1,G.1.1.1,711.479,1,
16,07/22/2016,1,G.1.1.2,718.503,1,
16,07/22/2016,1,G.1.1.3,690.587,1,
16,07/22/2016,1,1K13,2488.822,1,
16,07/22/2016,1,K.1.1.1,627.619,1,
16,07/22/2016,1,K.1.1.2,631.309,1,
16,07/22/2016,1,K.1.1.3,605.105,1,
16,07/23/2016,2,N,2564.148,2,
16,07/23/2016,2,E,2202.931,3,
16,07/24/2016,1,1F15,2668.49,4,
16,07/24/2016,1,1F.4.A,645.186,4,
16,07/24/2016,1,1F.4.B,639.61,4,
16,07/24/2016,1,1F.4.C,652.156,4,
16,07/28/2016,2,G,2235.283,1,
16,07/28/2016,2,G.1.A,518.713,1,
16,08/01/2016,2,E,2431.284,4,
16,08/01/2016,2,E.4.A,620.044,4,
16,08/01/2016,2,E.4.B,653.734,4,
16,08/01/2016,2,E.4.C,607.132,4,
16,08/01/2016,2,A,2415.014,2,
16,08/01/2016,2,N,2751.911,3,
16,08/02/2016,1,2G13,2637.805,4,
16,08/02/2016,1,G.2.4.A,668.743,4,
16,08/02/2016,1,G.2.4.B,684.101,4,
16,08/02/2016,1,G.2.4.C,663.986,4,
16,08/02/2016,1,1K13,2929.735,2,
16,08/04/2016,2,N,2762.431,4,
16,08/04/2016,2,N.4.A,667.641,4,
16,08/04/2016,2,N.4.B,689.156,4,
16,08/04/2016,2,N.4.C,679.182,4,
16,08/05/2016,2,G,2558.912,2,
16,08/12/2016,2,K.3.A,635.437,3,
16,08/12/2016,2,K.3.B,649.216,3,
16,08/12/2016,2,K,2357.156,3,
16,08/12/2016,2,K.3.C,577.374,3,
16,08/12/2016,2,B,2896.866,3,
16,08/12/2016,2,A,2755.235,3,
20,5/31/2016,2,C6,1758.513,,
20,5/31/2016,2,C5,1766.005,,
20,5/31/2016,2,C4,1827.279,,
20,5/31/2016,2,C3,1889.428,,
20,5/31/2016,2,C1,1940.886,,
20,5/31/2016,2,B6,1601.733,,
20,5/31/2016,2,B5,1570.362,,
20,5/31/2016,2,B4,1728.019,,
20,5/31/2016,2,B3,1989.374,,
20,5/31/2016,2,B2,2417.035,,
20,5/31/2016,2,D6,1539.805,,
20,5/31/2016,2,D5,1582.234,,
20,5/31/2016,2,D4,1592.731,,
20,5/31/2016,2,D3,1880.43,,
20,5/31/2016,2,D2,1900.338,,
20,5/31/2016,2,D1,1658.354,,
20,5/31/2016,2,A6,1676.044,,
20,5/31/2016,2,A5,1276.494,,
20,6/29/2016,1,2G.1.4,828.517,,
20,6/29/2016,1,1K.1.4,871.975,,
20,6/29/2016,2,B.2.1.4,647.98,,
20,6/29/2016,2,B.2.1.3,666.475,,
20,6/29/2016,2,B.2.1.2,652.289,,
20,6/29/2016,2,B.2.1.1,642.628,,
20,6/29/2016,1,2B1.1,2005.013,,
20,6/29/2016,2,E.2.1.4,758.176,,
20,6/29/2016,2,E.2.1.3,713.278,,
20,6/29/2016,2,E.2.1.2,752.279,,
20,6/29/2016,2,E.2.1.1,744.257,,
20,6/30/2016,2,A.2.2.6,688.217,,
20,6/30/2016,2,A.2.2.2,755.859,,
20,6/30/2016,2,A.2.2.5,704.53,,
20,6/30/2016,2,A.2.2.4,698.751,,
20,6/30/2016,2,A.2.2.3,730.473,,
20,6/30/2016,2,A.2.2.1,717.763,,
20,6/30/2016,1,2A.1.2,2144.972,,
20,07/01/2016,2,E.2.2.3,718.746,,
20,07/01/2016,2,E.2.2.2,711.984,,
20,07/01/2016,2,E.2.2.1,706.689,,
20,07/01/2016,1,2E.1.2,1885.448,,
20,07/01/2016,2,C.2.1.6,301,,
20,07/01/2016,2,C.2.1.5,625.502,,
20,07/01/2016,2,C.2.1.4,632.65,,
20,07/01/2016,2,C2.1.3,606.971,,
20,07/01/2016,2,C.2.1.2,616.721,,
20,07/01/2016,2,C.2.1.1,629.339,,
20,07/01/2016,1,1C.1.2,1888.016,,
20,07/01/2016,2,B.2.2.3,684.14,,
20,07/01/2016,2,B.2.2.2,653.571,,
20,07/01/2016,2,B.2.2.1,696.44,,
20,07/01/2016,1,2B.1.1,2228.164,,
20,07/02/2016,2,A.2.3.3,668.264,,
20,07/02/2016,2,A.2.3.2,691.35,,
20,07/02/2016,2,A.2.3.1,683.796,,
20,07/02/2016,1,2A.1.2,2331.409,,
20,07/03/2016,2,C.2.2.3,657.546,,
20,07/03/2016,2,C.2.2.2,604.947,,
20,07/03/2016,2,C.2.2.1,614.75,,
20,07/03/2016,1,1.C.1.2,2032.059,,
20,07/03/2016,2,E.2.3.3,678.951,,
20,07/03/2016,2,E.2.3.2,681.641,,
20,07/03/2016,2,E.2.3.1,696.503,,
20,07/03/2016,2,2.E.1.2,2061.269,,
20,07/03/2016,2,B.2.3.3,676.839,,
20,07/03/2016,2,B.2.3.2,629.45,,
20,07/03/2016,2,B.2.3.1,621.448,,
